,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Unnamed: 4_level_0
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
0,Robert Lewandowski,pl POL,FW,36-080,12.0,12,980.0,10.9,14.0,2.0,16.0,12.0,2.0,3.0,1.0,0.0,13.1,10.8,1.7,12.5,12.0,22.0,61.0,1.29,0.18,1.47,1.1,1.29,1.21,0.15,1.36,0.99,1.14,Matches,Barcelona,
1,Raphinha,br BRA,"FW,MF",27-331,12.0,11,991.0,11.0,7.0,6.0,13.0,7.0,0.0,0.0,1.0,0.0,6.9,6.9,6.6,13.5,33.0,50.0,93.0,0.64,0.54,1.18,0.64,1.18,0.63,0.6,1.23,0.63,1.23,Matches,Barcelona,
2,Lamine Yamal,es ESP,FW,17-119,12.0,11,975.0,10.8,5.0,7.0,12.0,5.0,0.0,0.0,1.0,0.0,3.2,3.2,5.5,8.7,62.0,59.0,145.0,0.46,0.65,1.11,0.46,1.11,0.29,0.51,0.8,0.29,0.8,Matches,Barcelona,
3,Iñigo Martínez,es ESP,DF,33-176,11.0,11,970.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.4,1.6,20.0,87.0,2.0,0.0,0.09,0.09,0.0,0.09,0.02,0.13,0.15,0.02,0.15,Matches,Barcelona,
4,Pau Cubarsí,es ESP,DF,17-292,12.0,11,932.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,8.0,56.0,1.0,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.09,0.01,0.09,Matches,Barcelona,
5,Jules Koundé,fr FRA,DF,25-363,12.0,10,937.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,1.2,1.5,17.0,60.0,66.0,0.1,0.1,0.19,0.1,0.19,0.03,0.12,0.15,0.03,0.15,Matches,Barcelona,
6,Pedri,es ESP,MF,21-350,12.0,10,838.0,9.3,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.8,2.8,17.0,72.0,28.0,0.32,0.11,0.43,0.32,0.43,0.11,0.19,0.3,0.11,0.3,Matches,Barcelona,
7,Alejandro Balde,es ESP,DF,21-022,11.0,9,816.0,9.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.2,30.0,24.0,70.0,0.0,0.22,0.22,0.0,0.22,0.03,0.1,0.13,0.03,0.13,Matches,Barcelona,
8,Marc Casado,es ESP,MF,21-056,10.0,8,682.0,7.6,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.3,2.1,5.0,48.0,14.0,0.0,0.4,0.4,0.0,0.4,0.11,0.17,0.28,0.11,0.28,Matches,Barcelona,
9,Iñaki Peña,es ESP,GK,25-252,7.0,6,586.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
10,Marc-André ter Stegen,de GER,GK,32-193,6.0,6,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
11,Ferrán Torres,es ESP,FW,24-254,8.0,5,328.0,3.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8,0.8,0.2,1.0,4.0,9.0,18.0,0.27,0.55,0.82,0.27,0.82,0.22,0.07,0.28,0.22,0.28,Matches,Barcelona,
12,Eric García,es ESP,MF,23-305,8.0,3,443.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.9,8.0,29.0,5.0,0.0,0.2,0.2,0.0,0.2,0.12,0.07,0.19,0.12,0.19,Matches,Barcelona,
13,Gerard Martín,es ESP,DF,22-313,9.0,3,280.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,12.0,23.0,0.0,0.32,0.32,0.0,0.32,0.0,0.1,0.1,0.0,0.1,Matches,Barcelona,
14,Dani Olmo,es ESP,MF,26-186,5.0,3,268.0,3.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.7,2.7,8.0,19.0,24.0,1.68,0.0,1.68,1.68,1.68,0.68,0.24,0.92,0.68,0.92,Matches,Barcelona,
15,Marc Bernal,es ESP,MF,17-167,3.0,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Barcelona,
16,Pablo Torre,es ESP,MF,21-220,5.0,3,201.0,2.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.6,3.0,11.0,8.0,1.34,0.45,1.79,1.34,1.79,0.11,0.17,0.29,0.11,0.29,Matches,Barcelona,
17,Héctor Fort,es ESP,DF,18-099,6.0,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.18,0.03,0.18,Matches,Barcelona,
18,Sergi Dominguez,es ESP,DF,19-222,3.0,2,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
19,Fermin López,es ESP,MF,21-182,6.0,1,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,3.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.27,0.03,0.27,Matches,Barcelona,
20,Pau Victor Delgado,es ESP,FW,22-349,7.0,1,144.0,1.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.1,1.0,1.0,4.0,14.0,0.62,0.62,1.25,0.62,1.25,0.55,0.07,0.62,0.55,0.62,Matches,Barcelona,
21,Ansu Fati,es ESP,FW,22-009,3.0,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,2.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.51,0.05,0.56,0.51,0.56,Matches,Barcelona,
22,Frenkie de Jong,nl NED,MF,27-181,3.0,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Barcelona,
23,Andreas Christensen,dk DEN,DF,28-213,1.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
24,Gavi,es ESP,MF,20-096,3.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches,Barcelona,
25,Ander Astralaga,es ESP,GK,20-251,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
26,Andres Cuenca,es ESP,DF,17-151,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
27,Guillermo Fernandez,es ESP,MF,16-144,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
28,Toni Fernández,es ESP,MF,16-147,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
29,Diego Kochen,us USA,GK,18-235,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
30,Wojciech Szczęsny,pl POL,GK,34-205,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
31,Álex Valle,es ESP,DF,20-198,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
32,Áron Yaakobishvili,hu HUN,GK,18-248,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
33,Squad Total,,,24.8,12.0,132,1080.0,12.0,40.0,30.0,70.0,38.0,2.0,3.0,22.0,1.0,30.6,28.2,24.1,52.3,241.0,619.0,617.0,3.33,2.5,5.83,3.17,5.67,2.55,2.01,4.55,2.35,4.36,,Barcelona,
34,Opponent Total,,,26.9,12.0,132,1080.0,12.0,11.0,8.0,19.0,9.0,2.0,2.0,34.0,0.0,13.3,11.7,10.2,21.9,158.0,258.0,254.0,0.92,0.67,1.58,0.75,1.42,1.11,0.85,1.96,0.98,1.83,,Barcelona,
0,Federico Valverde,uy URU,MF,26-109,,11,940.0,10.4,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.4,0.4,1.3,1.7,19.0,73.0,20.0,0.19,0.19,0.38,0.19,0.38,0.04,0.12,0.17,0.04,0.17,Matches,Real-Madrid,11.0
1,Éder Militão,br BRA,DF,26-295,,10,909.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,7.0,46.0,1.0,0.1,0.1,0.2,0.1,0.2,0.06,0.05,0.11,0.06,0.11,Matches,Real-Madrid,11.0
2,Antonio Rüdiger,de GER,DF,31-250,,10,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,8.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Real-Madrid,11.0
3,Vinicius Júnior,br BRA,FW,24-119,,10,905.0,10.1,5.0,4.0,9.0,3.0,2.0,2.0,4.0,0.0,3.4,2.1,3.6,5.7,63.0,34.0,107.0,0.5,0.4,0.9,0.3,0.7,0.34,0.35,0.7,0.21,0.56,Matches,Real-Madrid,11.0
4,Kylian Mbappé,fr FRA,FW,25-324,,10,847.0,9.4,6.0,1.0,7.0,3.0,3.0,3.0,1.0,0.0,7.7,5.4,0.5,5.9,39.0,42.0,113.0,0.64,0.11,0.74,0.32,0.43,0.82,0.05,0.87,0.57,0.62,Matches,Real-Madrid,10.0
5,Aurélien Tchouaméni,fr FRA,"MF,DF",24-286,,10,844.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.9,9.0,79.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Real-Madrid,10.0
6,Thibaut Courtois,be BEL,GK,32-181,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,9.0
7,Ferland Mendy,fr FRA,DF,29-153,,8,664.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,9.0
8,Jude Bellingham,eng ENG,MF,21-132,,7,620.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.9,1.8,19.0,42.0,32.0,0.0,0.15,0.15,0.0,0.15,0.14,0.13,0.27,0.14,0.27,Matches,Real-Madrid,7.0
9,Dani Carvajal,es ESP,DF,32-302,,7,609.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.2,1.5,13.0,27.0,48.0,0.15,0.0,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22,Matches,Real-Madrid,8.0
10,Rodrygo,br BRA,FW,23-304,,6,645.0,7.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.7,28.0,32.0,78.0,0.42,0.14,0.56,0.42,0.56,0.15,0.1,0.24,0.15,0.24,Matches,Real-Madrid,10.0
11,Luka Modrić,hr CRO,MF,39-060,,5,552.0,6.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,2.7,3.0,16.0,48.0,21.0,0.0,0.33,0.33,0.0,0.33,0.05,0.44,0.49,0.05,0.49,Matches,Real-Madrid,11.0
12,Lucas Vázquez,es ESP,DF,33-130,,4,401.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,3.0,21.0,33.0,0.22,0.22,0.45,0.22,0.45,0.05,0.18,0.23,0.05,0.23,Matches,Real-Madrid,9.0
13,Fran Garcia,es ESP,DF,25-086,,3,327.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,5.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,Matches,Real-Madrid,8.0
14,Arda Güler,tr TUR,"MF,FW",19-257,,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.35,0.36,0.71,0.35,0.71,Matches,Real-Madrid,7.0
15,Eduardo Camavinga,fr FRA,MF,21-364,,3,208.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,12.0,7.0,0.0,0.43,0.43,0.0,0.43,0.03,0.04,0.06,0.03,0.06,Matches,Real-Madrid,3.0
16,Andriy Lunin,ua UKR,GK,25-271,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,2.0
17,Brahim Díaz,ma MAR,"FW,MF",25-097,,2,134.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,9.0,10.0,18.0,0.67,0.67,1.34,0.67,1.34,0.2,0.22,0.43,0.2,0.43,Matches,Real-Madrid,6.0
18,Dani Ceballos,es ESP,MF,28-093,,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,3.0
19,Endrick,br BRA,FW,18-110,,0,46.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,4.0,1.0,8.0,1.96,0.0,1.96,1.96,1.96,1.25,0.0,1.25,1.25,1.25,Matches,Real-Madrid,7.0
20,Jesús Vallejo,es ESP,DF,27-308,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,1.0
21,Chema,es ESP,MF,19-197,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
22,Fran,es ESP,GK,19-137,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
23,David Jiménez,es ESP,DF,20-239,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
24,Sergio Mestre,es ESP,GK,19-269,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
25,Jacobo Ramón,es ESP,DF,19-307,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
26,Squad Total,,,27.7,,121,990.0,11.0,21.0,15.0,36.0,16.0,5.0,5.0,18.0,1.0,19.0,15.5,12.9,28.4,260.0,581.0,572.0,1.91,1.36,3.27,1.45,2.82,1.73,1.17,2.91,1.41,2.58,,Real-Madrid,11.0
27,Opponent Total,,,27.1,,121,990.0,11.0,10.0,10.0,20.0,10.0,0.0,0.0,20.0,1.0,11.8,11.8,10.5,22.3,181.0,345.0,342.0,0.91,0.91,1.82,0.91,1.82,1.07,0.95,2.02,1.07,2.02,,Real-Madrid,11.0
0,Jan Oblak,si SVN,GK,31-306,,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,11.0
1,Antoine Griezmann,fr FRA,"FW,MF",33-232,,10,890.0,9.9,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,3.0,4.9,22.0,61.0,65.0,0.3,0.4,0.71,0.3,0.71,0.19,0.31,0.5,0.19,0.5,Matches,Atletico-Madrid,12.0
2,Koke,es ESP,MF,32-305,,10,876.0,9.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.9,1.9,9.0,46.0,6.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,Matches,Atletico-Madrid,12.0
3,José María Giménez,uy URU,DF,29-293,,8,838.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Atletico-Madrid,11.0
4,Julián Álvarez,ar ARG,"FW,MF",24-282,,8,699.0,7.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,0.7,2.9,19.0,14.0,45.0,0.39,0.13,0.52,0.39,0.52,0.28,0.09,0.37,0.28,0.37,Matches,Atletico-Madrid,12.0
5,Nahuel Molina,ar ARG,DF,26-216,,8,615.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,13.0,25.0,36.0,0.0,0.15,0.15,0.0,0.15,0.06,0.08,0.15,0.06,0.15,Matches,Atletico-Madrid,9.0
6,Samuel Lino,br BRA,"MF,DF",24-321,,8,576.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.8,2.8,1.4,4.2,18.0,30.0,62.0,0.0,0.16,0.16,0.0,0.16,0.43,0.22,0.65,0.43,0.65,Matches,Atletico-Madrid,10.0
7,Robin Le Normand,es ESP,DF,27-363,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,4.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Atletico-Madrid,7.0
8,Marcos Llorente,es ESP,"DF,MF",29-283,,7,629.0,7.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.2,0.2,1.4,1.6,14.0,33.0,47.0,0.29,0.14,0.43,0.29,0.43,0.02,0.21,0.23,0.02,0.23,Matches,Atletico-Madrid,8.0
9,Conor Gallagher,eng ENG,MF,24-276,,7,594.0,6.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,5.0,16.0,15.0,0.3,0.0,0.3,0.3,0.3,0.14,0.01,0.15,0.14,0.15,Matches,Atletico-Madrid,9.0
10,Alexander Sørloth,no NOR,FW,28-339,,7,589.0,6.5,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,4.5,4.5,1.3,5.8,10.0,11.0,32.0,0.61,0.31,0.92,0.61,0.92,0.69,0.2,0.89,0.69,0.89,Matches,Atletico-Madrid,12.0
11,Pablo Barrios,es ESP,MF,21-146,,6,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,6.0,37.0,17.0,0.0,0.17,0.17,0.0,0.17,0.06,0.15,0.21,0.06,0.21,Matches,Atletico-Madrid,7.0
12,Reinildo Mandava,mz MOZ,DF,30-292,,6,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,6.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches,Atletico-Madrid,11.0
13,Axel Witsel,be BEL,DF,35-301,,6,502.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,8.0,1.0,0.0,0.18,0.18,0.0,0.18,0.01,0.09,0.1,0.01,0.1,Matches,Atletico-Madrid,7.0
14,Rodrigo De Paul,ar ARG,MF,30-168,,5,532.0,5.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,2.1,2.2,14.0,57.0,28.0,0.0,0.34,0.34,0.0,0.34,0.02,0.35,0.37,0.02,0.37,Matches,Atletico-Madrid,11.0
15,César Azpilicueta,es ESP,DF,35-072,,5,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Atletico-Madrid,5.0
16,Javi Galán,es ESP,DF,29-355,,3,316.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.9,10.0,9.0,19.0,0.0,0.28,0.28,0.0,0.28,0.01,0.24,0.25,0.01,0.25,Matches,Atletico-Madrid,5.0
17,Rodrigo Riquelme,es ESP,"DF,MF",24-220,,3,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.0,29.0,16.0,40.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,Matches,Atletico-Madrid,8.0
18,Clément Lenglet,fr FRA,DF,29-144,,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.1,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Atletico-Madrid,3.0
19,Giuliano Simeone,ar ARG,"MF,DF",21-326,,2,230.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,13.0,8.0,30.0,0.39,0.39,0.78,0.39,0.78,0.09,0.12,0.21,0.09,0.21,Matches,Atletico-Madrid,7.0
20,Ángel Correa,ar ARG,"FW,MF",29-244,,1,293.0,3.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.2,3.2,0.2,3.4,11.0,9.0,36.0,0.61,0.0,0.61,0.61,0.61,0.97,0.07,1.04,0.97,1.04,Matches,Atletico-Madrid,11.0
21,Juan Musso,ar ARG,GK,30-186,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,1.0
22,Thomas Lemar,fr FRA,MF,28-362,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,Atletico-Madrid,1.0
23,Aitor Gismera,es ESP,MF,20-261,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
24,Antonio Gomis,es ESP,GK,21-172,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
25,Alejandro Iturbe,es ESP,GK,21-067,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
26,Ilias Kostis,gr GRE,DF,21-255,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
27,Horaţiu Moldovan,ro ROU,GK,26-293,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
28,Javier Serrano,es ESP,MF,21-297,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
29,Gerónimo Spina,ar ARG,DF,19-273,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
30,Arthur Vermeeren,be BEL,MF,19-275,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,0.0
31,Squad Total,,,29.2,,132,1080.0,12.0,18.0,16.0,34.0,18.0,0.0,0.0,21.0,1.0,18.9,18.9,15.0,33.9,215.0,494.0,492.0,1.5,1.33,2.83,1.5,2.83,1.58,1.25,2.83,1.58,2.83,,Atletico-Madrid,12.0
32,Opponent Total,,,27.5,,132,1080.0,12.0,5.0,5.0,10.0,5.0,0.0,0.0,19.0,0.0,9.7,9.7,7.8,17.5,192.0,513.0,509.0,0.42,0.42,0.83,0.42,0.83,0.81,0.65,1.46,0.81,1.46,,Atletico-Madrid,12.0
0,Diego Conde,es ESP,GK,26-011,,11,990.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.02,0.02,0.0,0.02,Matches,Villarreal,11.0
1,Kiko Femenía,es ESP,DF,33-280,,11,990.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.6,29.0,53.0,19.0,0.0,0.09,0.09,0.0,0.09,0.0,0.05,0.05,0.0,0.05,Matches,Villarreal,11.0
2,Sergi Cardona,es ESP,DF,25-123,,11,976.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,1.6,3.4,18.0,25.0,59.0,0.09,0.09,0.18,0.09,0.18,0.16,0.15,0.31,0.16,0.31,Matches,Villarreal,11.0
3,Santi Comesaña,es ESP,MF,28-034,,10,832.0,9.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.9,1.4,16.0,55.0,18.0,0.11,0.22,0.32,0.11,0.32,0.05,0.09,0.15,0.05,0.15,Matches,Villarreal,11.0
4,Daniel Parejo,es ESP,MF,35-206,,9,757.0,8.4,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.1,0.2,0.1,0.3,2.0,52.0,11.0,0.12,0.0,0.12,0.12,0.12,0.13,0.01,0.15,0.02,0.04,Matches,Villarreal,11.0
5,Alex Baena,es ESP,"MF,FW",23-111,,9,742.0,8.2,1.0,5.0,6.0,1.0,0.0,1.0,3.0,0.0,2.2,1.4,3.4,4.8,16.0,54.0,47.0,0.12,0.61,0.73,0.12,0.73,0.27,0.42,0.68,0.17,0.59,Matches,Villarreal,10.0
